22:46:43.175 INFO  NativeLibraryLoader - Loading libgkl_compression.so from jar:file:/store/lkemp/resource_benchmarking/resource_bench_08_thread/single/human_genomics_pipeline/workflow/.snakemake/conda/9b3bdd1f/share/gatk4-4.1.8.1-0/gatk-package-4.1.8.1-local.jar!/com/intel/gkl/native/libgkl_compression.so
Sep 11, 2020 10:46:43 PM shaded.cloud_nio.com.google.auth.oauth2.ComputeEngineCredentials runningOnComputeEngine
INFO: Failed to detect whether we are running on Google Compute Engine.
22:46:43.575 INFO  ApplyBQSR - ------------------------------------------------------------
22:46:43.575 INFO  ApplyBQSR - The Genome Analysis Toolkit (GATK) v4.1.8.1
22:46:43.575 INFO  ApplyBQSR - For support and documentation go to https://software.broadinstitute.org/gatk/
22:46:43.576 INFO  ApplyBQSR - Executing as lkemp@Wintermute on Linux v4.4.0-179-generic amd64
22:46:43.576 INFO  ApplyBQSR - Java runtime: OpenJDK 64-Bit Server VM v1.8.0_265-b11
22:46:43.576 INFO  ApplyBQSR - Start Date/Time: 11 September 2020 10:46:43 PM
22:46:43.576 INFO  ApplyBQSR - ------------------------------------------------------------
22:46:43.576 INFO  ApplyBQSR - ------------------------------------------------------------
22:46:43.577 INFO  ApplyBQSR - HTSJDK Version: 2.23.0
22:46:43.577 INFO  ApplyBQSR - Picard Version: 2.22.8
22:46:43.577 INFO  ApplyBQSR - HTSJDK Defaults.COMPRESSION_LEVEL : 2
22:46:43.578 INFO  ApplyBQSR - HTSJDK Defaults.USE_ASYNC_IO_READ_FOR_SAMTOOLS : false
22:46:43.578 INFO  ApplyBQSR - HTSJDK Defaults.USE_ASYNC_IO_WRITE_FOR_SAMTOOLS : true
22:46:43.578 INFO  ApplyBQSR - HTSJDK Defaults.USE_ASYNC_IO_WRITE_FOR_TRIBBLE : false
22:46:43.578 INFO  ApplyBQSR - Deflater: IntelDeflater
22:46:43.578 INFO  ApplyBQSR - Inflater: IntelInflater
22:46:43.578 INFO  ApplyBQSR - GCS max retries/reopens: 20
22:46:43.578 INFO  ApplyBQSR - Requester pays: disabled
22:46:43.579 INFO  ApplyBQSR - Initializing engine
22:46:44.078 INFO  ApplyBQSR - Done initializing engine
22:46:44.131 WARN  ApplyBQSR - This tool has only been well tested on ILLUMINA-based sequencing data. For other data use at your own risk.
22:46:44.131 INFO  ProgressMeter - Starting traversal
22:46:44.131 INFO  ProgressMeter -        Current Locus  Elapsed Minutes       Reads Processed     Reads/Minute
23:21:10.158 INFO  ProgressMeter -           8:95804204             10.5              35891000        3415198.1
23:21:20.165 INFO  ProgressMeter -          8:139845119             10.7              36465000        3415605.1
23:21:30.178 INFO  ProgressMeter -           9:14909990             10.8              37079000        3419662.4
23:21:40.187 INFO  ProgressMeter -           9:39085573             11.0              37619000        3416901.2
23:21:50.189 INFO  ProgressMeter -           9:69200133             11.2              38103000        3409242.4
23:22:00.192 INFO  ProgressMeter -           9:95018986             11.3              38698000        3411589.4
23:22:10.198 INFO  ProgressMeter -          9:116259560             11.5              39279000        3412632.3
23:22:20.205 INFO  ProgressMeter -          9:131648352             11.7              39798000        3408335.7
23:22:30.220 INFO  ProgressMeter -          9:141070557             11.8              40420000        3412818.5
23:22:40.232 INFO  ProgressMeter -          10:29815881             12.0              40945000        3409114.6
23:22:50.246 INFO  ProgressMeter -          10:55004862             12.2              41541000        3411338.0
23:23:00.254 INFO  ProgressMeter -          10:84118628             12.3              42157000        3415140.0
23:23:10.256 INFO  ProgressMeter -         10:103361021             12.5              42744000        3416554.4
23:23:20.270 INFO  ProgressMeter -         10:128291507             12.7              43345000        3418982.1
23:23:30.285 INFO  ProgressMeter -           11:4903333             12.8              43935000        3420485.8
23:23:40.293 INFO  ProgressMeter -          11:32410553             13.0              44538000        3422980.8
23:23:50.304 INFO  ProgressMeter -          11:60150733             13.2              45111000        3423123.1
23:24:00.314 INFO  ProgressMeter -          11:66100787             13.3              45717000        3425738.9
23:24:10.327 INFO  ProgressMeter -          11:77387972             13.5              46285000        3425469.4
23:24:20.338 INFO  ProgressMeter -         11:111933231             13.7              46875000        3426814.8
23:24:30.344 INFO  ProgressMeter -         11:130274919             13.8              47467000        3428301.1
23:24:40.348 INFO  ProgressMeter -           12:9845504             14.0              48051000        3429181.1
23:24:50.351 INFO  ProgressMeter -          12:45270259             14.2              48637000        3430189.5
23:25:00.366 INFO  ProgressMeter -          12:54626499             14.3              49208000        3430085.0
23:25:10.376 INFO  ProgressMeter -          12:75603059             14.5              49823000        3433026.6
23:25:20.376 INFO  ProgressMeter -         12:110207304             14.7              50439000        3436012.3
23:25:30.385 INFO  ProgressMeter -         12:125797587             14.8              51045000        3438222.7
23:25:40.395 INFO  ProgressMeter -          13:36944208             15.0              51644000        3439917.7
23:25:50.406 INFO  ProgressMeter -          13:91025842             15.2              52254000        3442288.7
23:26:00.410 INFO  ProgressMeter -          14:23299350             15.3              52858000        3444250.9
23:26:10.413 INFO  ProgressMeter -          14:52742837             15.5              53437000        3444559.4
23:26:20.425 INFO  ProgressMeter -          14:73425891             15.7              53930000        3439340.2
23:26:30.426 INFO  ProgressMeter -          14:99641772             15.8              54526000        3440777.4
23:26:40.438 INFO  ProgressMeter -          15:28360682             16.0              55112000        3441517.4
23:26:50.444 INFO  ProgressMeter -          15:41688803             16.2              55663000        3440096.7
23:27:00.456 INFO  ProgressMeter -          15:57554352             16.3              56259000        3441443.6
23:27:10.460 INFO  ProgressMeter -          15:75120314             16.5              56843000        3442057.6
23:27:20.475 INFO  ProgressMeter -          15:85406775             16.7              57436000        3443167.9
23:27:30.485 INFO  ProgressMeter -            16:845587             16.8              58054000        3445750.2
23:27:40.492 INFO  ProgressMeter -          16:11870640             17.0              58664000        3447828.7
23:27:50.498 INFO  ProgressMeter -          16:21847347             17.2              59235000        3447596.8
23:28:00.503 INFO  ProgressMeter -          16:30581156             17.3              59837000        3449156.4
23:28:10.518 INFO  ProgressMeter -          16:57290638             17.5              60422000        3449689.4
23:28:20.529 INFO  ProgressMeter -          16:72313855             17.7              61020000        3450954.1
23:28:30.550 INFO  ProgressMeter -            17:729187             17.8              61627000        3452673.5
23:28:40.550 INFO  ProgressMeter -           17:7495519             18.0              62149000        3449703.7
23:28:50.565 INFO  ProgressMeter -          17:18387258             18.2              62706000        3448672.2
23:29:00.565 INFO  ProgressMeter -          17:31203818             18.3              63280000        3448626.7
23:29:10.571 INFO  ProgressMeter -          17:39521470             18.5              63841000        3447867.4
23:29:20.584 INFO  ProgressMeter -          17:45096581             18.7              64394000        3446665.8
23:29:30.596 INFO  ProgressMeter -          17:61499196             18.8              64990000        3447772.8
23:29:40.603 INFO  ProgressMeter -          17:74470472             19.0              65592000        3449194.0
23:29:50.603 INFO  ProgressMeter -           18:9678508             19.2              66190000        3450400.0
23:30:00.603 INFO  ProgressMeter -          18:44662761             19.3              66771000        3450706.6
23:30:10.610 INFO  ProgressMeter -            19:734096             19.5              67317000        3449191.1
23:30:20.622 INFO  ProgressMeter -           19:6501547             19.7              67865000        3447794.1
23:30:30.632 INFO  ProgressMeter -          19:12786868             19.9              68422000        3446876.9
23:30:40.641 INFO  ProgressMeter -          19:19309935             20.0              68982000        3446124.8
23:30:50.650 INFO  ProgressMeter -          19:38904232             20.2              69588000        3447667.1
23:31:00.665 INFO  ProgressMeter -          19:46184809             20.4              70208000        3449855.0
23:31:10.666 INFO  ProgressMeter -          19:52408130             20.5              70807000        3451025.9
23:31:20.670 INFO  ProgressMeter -           20:1287107             20.7              71405000        3452118.5
23:31:30.669 INFO  ProgressMeter -          20:30903975             20.9              72010000        3453540.3
23:31:40.672 INFO  ProgressMeter -          20:44980808             21.0              72582000        3453364.1
23:31:50.679 INFO  ProgressMeter -          21:10164473             21.2              73184000        3454593.1
23:32:00.685 INFO  ProgressMeter -          21:44841808             21.4              73769000        3455009.4
23:32:10.692 INFO  ProgressMeter -          22:20615990             21.5              74349000        3455181.6
23:32:20.695 INFO  ProgressMeter -          22:27059308             21.7              74929000        3455367.0
23:32:30.709 INFO  ProgressMeter -          22:40677018             21.9              75512000        3455652.6
23:32:40.721 INFO  ProgressMeter -             X:377103             22.0              76056000        3454170.6
23:32:50.734 INFO  ProgressMeter -           X:25031002             22.2              76566000        3451178.2
23:33:00.736 INFO  ProgressMeter -           X:49858111             22.4              77146000        3451385.4
23:33:10.746 INFO  ProgressMeter -           X:77378713             22.5              77725000        3451527.3
23:33:20.757 INFO  ProgressMeter -          X:115574787             22.7              78290000        3451049.9
23:33:30.757 INFO  ProgressMeter -          X:149919236             22.9              78875000        3451477.3
23:33:40.777 INFO  ProgressMeter -    GL000211.1:126224             23.0              79470000        3452285.5
23:33:50.792 INFO  ProgressMeter -      hs37d5:22482870             23.2              80036000        3451846.1
23:33:54.581 INFO  ApplyBQSR - 0 read(s) filtered by: WellformedReadFilter 

23:33:54.581 INFO  ProgressMeter -             unmapped             23.2              80252081        3451761.8
23:33:54.581 INFO  ProgressMeter - Traversal complete. Processed 80252081 total reads in 23.2 minutes.
23:33:55.030 INFO  ApplyBQSR - Shutting down engine
[11 September 2020 11:33:55 PM] org.broadinstitute.hellbender.tools.walkers.bqsr.ApplyBQSR done. Elapsed time: 23.30 minutes.
Runtime.totalMemory()=1684013056
Using GATK jar /store/lkemp/resource_benchmarking/resource_bench_08_thread/single/human_genomics_pipeline/workflow/.snakemake/conda/9b3bdd1f/share/gatk4-4.1.8.1-0/gatk-package-4.1.8.1-local.jar
Running:
    java -Dsamjdk.use_async_io_read_samtools=false -Dsamjdk.use_async_io_write_samtools=true -Dsamjdk.use_async_io_write_tribble=false -Dsamjdk.compression_level=2 -Xmx30g -jar /store/lkemp/resource_benchmarking/resource_bench_08_thread/single/human_genomics_pipeline/workflow/.snakemake/conda/9b3bdd1f/share/gatk4-4.1.8.1-0/gatk-package-4.1.8.1-local.jar ApplyBQSR -R /store/lkemp/publicData/b37/human_g1k_v37_decoy.fasta -I ../results/mapped/NIST7035_NIST_sorted_mkdups.bam --bqsr-recal-file ../results/mapped/NIST7035_NIST_recalibration_report.grp -O ../results/mapped/NIST7035_NIST_recalibrated.bam
23:34:05.850 INFO  NativeLibraryLoader - Loading libgkl_compression.so from jar:file:/store/lkemp/resource_benchmarking/resource_bench_08_thread/single/human_genomics_pipeline/workflow/.snakemake/conda/9b3bdd1f/share/gatk4-4.1.8.1-0/gatk-package-4.1.8.1-local.jar!/com/intel/gkl/native/libgkl_compression.so
Sep 11, 2020 11:34:06 PM shaded.cloud_nio.com.google.auth.oauth2.ComputeEngineCredentials runningOnComputeEngine
INFO: Failed to detect whether we are running on Google Compute Engine.
23:34:06.180 INFO  ApplyBQSR - ------------------------------------------------------------
23:34:06.180 INFO  ApplyBQSR - The Genome Analysis Toolkit (GATK) v4.1.8.1
23:34:06.180 INFO  ApplyBQSR - For support and documentation go to https://software.broadinstitute.org/gatk/
23:34:06.180 INFO  ApplyBQSR - Executing as lkemp@Wintermute on Linux v4.4.0-179-generic amd64
23:34:06.180 INFO  ApplyBQSR - Java runtime: OpenJDK 64-Bit Server VM v1.8.0_265-b11
23:34:06.181 INFO  ApplyBQSR - Start Date/Time: 11 September 2020 11:34:05 PM
23:34:06.181 INFO  ApplyBQSR - ------------------------------------------------------------
23:34:06.181 INFO  ApplyBQSR - ------------------------------------------------------------
23:34:06.181 INFO  ApplyBQSR - HTSJDK Version: 2.23.0
23:34:06.181 INFO  ApplyBQSR - Picard Version: 2.22.8
23:34:06.181 INFO  ApplyBQSR - HTSJDK Defaults.COMPRESSION_LEVEL : 2
23:34:06.181 INFO  ApplyBQSR - HTSJDK Defaults.USE_ASYNC_IO_READ_FOR_SAMTOOLS : false
23:34:06.181 INFO  ApplyBQSR - HTSJDK Defaults.USE_ASYNC_IO_WRITE_FOR_SAMTOOLS : true
23:34:06.181 INFO  ApplyBQSR - HTSJDK Defaults.USE_ASYNC_IO_WRITE_FOR_TRIBBLE : false
23:34:06.182 INFO  ApplyBQSR - Deflater: IntelDeflater
23:34:06.182 INFO  ApplyBQSR - Inflater: IntelInflater
23:34:06.182 INFO  ApplyBQSR - GCS max retries/reopens: 20
23:34:06.182 INFO  ApplyBQSR - Requester pays: disabled
23:34:06.182 INFO  ApplyBQSR - Initializing engine
23:34:06.642 INFO  ApplyBQSR - Done initializing engine
23:34:08.240 WARN  ApplyBQSR - This tool has only been well tested on ILLUMINA-based sequencing data. For other data use at your own risk.
23:34:08.240 INFO  ProgressMeter - Starting traversal
23:34:08.241 INFO  ProgressMeter -        Current Locus  Elapsed Minutes       Reads Processed     Reads/Minute
23:34:18.267 INFO  ProgressMeter -            1:5066568              0.2                450000        2693535.5
23:34:28.279 INFO  ProgressMeter -           1:16865844              0.3               1006000        3012427.0
23:34:38.278 INFO  ProgressMeter -           1:25226366              0.5               1572000        3140127.2
23:34:48.319 INFO  ProgressMeter -           1:35816921              0.7               2035000        3046635.2
23:34:58.334 INFO  ProgressMeter -           1:46045670              0.8               2509000        3005270.3
23:35:08.343 INFO  ProgressMeter -           1:75704349              1.0               3085000        3079764.4
23:35:18.345 INFO  ProgressMeter -          1:108926066              1.2               3623000        3100821.6
23:35:28.353 INFO  ProgressMeter -          1:144180445              1.3               4183000        3132864.0
23:35:38.389 INFO  ProgressMeter -          1:148644857              1.5               4733000        3150188.0
23:35:48.417 INFO  ProgressMeter -          1:154947206              1.7               5300000        3174444.7
23:35:58.426 INFO  ProgressMeter -          1:166590027              1.8               5871000        3196986.9
23:36:08.430 INFO  ProgressMeter -          1:196797171              2.0               6451000        3220454.6
23:36:18.445 INFO  ProgressMeter -          1:209974510              2.2               7007000        3228933.1
23:36:28.456 INFO  ProgressMeter -          1:229577430              2.3               7571000        3239762.1
23:36:38.467 INFO  ProgressMeter -            2:7092991              2.5               8136000        3249504.1
23:36:48.467 INFO  ProgressMeter -           2:32426861              2.7               8714000        3263140.8
23:36:58.476 INFO  ProgressMeter -           2:67816576              2.8               9268000        3266543.3
23:37:08.509 INFO  ProgressMeter -           2:86354508              3.0               9694000        3226690.5
23:37:18.510 INFO  ProgressMeter -           2:96551860              3.2               9941000        3134841.4
23:37:28.511 INFO  ProgressMeter -          2:103149323              3.3              10228000        3064278.5
23:37:38.512 INFO  ProgressMeter -          2:128605679              3.5              10819000        3087173.6
23:37:48.516 INFO  ProgressMeter -          2:160619379              3.7              11409000        3107675.0
23:37:58.523 INFO  ProgressMeter -          2:188332549              3.8              11981000        3121664.4
23:38:08.529 INFO  ProgressMeter -          2:217538193              4.0              12551000        3134002.3
23:38:18.528 INFO  ProgressMeter -          2:238005223              4.2              13117000        3144470.1
23:38:28.537 INFO  ProgressMeter -           3:17202074              4.3              13730000        3164870.6
23:38:38.537 INFO  ProgressMeter -           3:46399456              4.5              14290000        3172078.0
23:38:48.539 INFO  ProgressMeter -           3:52556188              4.7              14843000        3177272.7
23:38:58.543 INFO  ProgressMeter -          3:102171792              4.8              15449000        3193030.7
23:39:08.549 INFO  ProgressMeter -          3:129294314              5.0              16063000        3209315.8
23:39:18.551 INFO  ProgressMeter -          3:167247007              5.2              16687000        3226515.4
23:39:28.557 INFO  ProgressMeter -          3:195513167              5.3              17263000        3233629.4
23:39:38.561 INFO  ProgressMeter -            4:8477603              5.5              17781000        3229777.2
23:39:48.562 INFO  ProgressMeter -           4:37286244              5.7              18342000        3233780.0
23:39:58.575 INFO  ProgressMeter -           4:77020038              5.8              18938000        3243428.4
23:40:08.584 INFO  ProgressMeter -          4:119475728              6.0              19566000        3257895.9
23:40:18.592 INFO  ProgressMeter -          4:166960540              6.2              20184000        3269979.0
23:40:28.608 INFO  ProgressMeter -           5:21482037              6.3              20801000        3281208.1
23:40:38.616 INFO  ProgressMeter -           5:55800680              6.5              21420000        3292227.5
23:40:48.625 INFO  ProgressMeter -           5:77298465              6.7              22045000        3303586.8
23:40:58.632 INFO  ProgressMeter -          5:125809007              6.8              22651000        3311630.4
23:41:08.632 INFO  ProgressMeter -          5:140763070              7.0              23246000        3317768.5
23:41:18.648 INFO  ProgressMeter -          5:169568391              7.2              23844000        3323923.6
23:41:28.660 INFO  ProgressMeter -            6:7518055              7.3              24450000        3330919.0
23:41:38.673 INFO  ProgressMeter -           6:31607309              7.5              25079000        3340667.1
23:41:48.691 INFO  ProgressMeter -           6:41738329              7.7              25670000        3345017.7
23:41:58.692 INFO  ProgressMeter -           6:74310024              7.8              26274000        3350919.3
23:42:08.699 INFO  ProgressMeter -          6:117199043              8.0              26899000        3359169.8
23:42:18.705 INFO  ProgressMeter -          6:152651162              8.2              27477000        3361347.6
23:42:28.710 INFO  ProgressMeter -            7:5535391              8.3              28067000        3364890.5
23:42:38.718 INFO  ProgressMeter -           7:36194071              8.5              28621000        3364036.7
23:42:48.723 INFO  ProgressMeter -           7:56439401              8.7              29194000        3365419.0
23:42:58.726 INFO  ProgressMeter -           7:73474561              8.8              29791000        3369482.6
23:43:08.729 INFO  ProgressMeter -           7:93055638              9.0              30390000        3373617.9
23:43:18.746 INFO  ProgressMeter -          7:102202567              9.2              30997000        3378395.1
23:43:28.749 INFO  ProgressMeter -          7:131179734              9.3              31623000        3385107.8
23:43:38.761 INFO  ProgressMeter -          7:151296837              9.5              32259000        3392589.2
23:43:48.772 INFO  ProgressMeter -            8:7842866              9.7              32858000        3395994.4
23:43:58.775 INFO  ProgressMeter -           8:28196859              9.8              33462000        3399843.9
23:44:08.775 INFO  ProgressMeter -           8:67789583             10.0              34062000        3403176.8
23:44:18.775 INFO  ProgressMeter -           8:86574178             10.2              34550000        3395393.9
23:44:28.775 INFO  ProgressMeter -           8:86758166             10.3              34943000        3378676.1
23:44:38.782 INFO  ProgressMeter -           8:86807296             10.5              35417000        3370158.9
23:44:48.791 INFO  ProgressMeter -          8:100789077             10.7              35971000        3369385.7
23:44:58.799 INFO  ProgressMeter -          8:142487877             10.8              36513000        3367539.9
23:45:08.809 INFO  ProgressMeter -           9:15038002             11.0              37081000        3368101.4
23:45:18.821 INFO  ProgressMeter -           9:37917357             11.2              37601000        3364341.3
23:45:28.834 INFO  ProgressMeter -           9:69848116             11.3              38176000        3365535.6
23:45:38.840 INFO  ProgressMeter -           9:95305486             11.5              38713000        3363432.9
23:45:48.846 INFO  ProgressMeter -          9:116353602             11.7              39284000        3364297.1
23:45:58.854 INFO  ProgressMeter -          9:132637006             11.8              39857000        3365296.4
23:46:08.864 INFO  ProgressMeter -             10:94762             12.0              40434000        3366587.0
23:46:18.882 INFO  ProgressMeter -          10:25510031             12.2              40848000        3354429.0
23:46:28.892 INFO  ProgressMeter -          10:51464784             12.3              41444000        3357375.3
23:46:38.905 INFO  ProgressMeter -          10:79540984             12.5              42027000        3359186.0
23:46:48.913 INFO  ProgressMeter -          10:98791312             12.7              42554000        3356562.8
23:46:58.926 INFO  ProgressMeter -         10:120354280             12.8              43148000        3359193.4
23:47:08.936 INFO  ProgressMeter -           11:1265825             13.0              43705000        3358930.2
23:47:18.939 INFO  ProgressMeter -          11:14300043             13.2              44246000        3357489.2
23:47:28.944 INFO  ProgressMeter -          11:47305718             13.3              44837000        3359826.8
23:47:38.947 INFO  ProgressMeter -          11:63307403             13.5              45371000        3357888.1
23:47:48.953 INFO  ProgressMeter -          11:67815177             13.7              45896000        3355334.6
23:47:58.960 INFO  ProgressMeter -          11:89608955             13.8              46474000        3356658.5
23:48:08.960 INFO  ProgressMeter -         11:118528968             14.0              47091000        3360766.2
23:48:18.962 INFO  ProgressMeter -           12:2804740             14.2              47658000        3361243.0
23:48:28.979 INFO  ProgressMeter -          12:15811448             14.3              48214000        3360887.2
23:48:38.985 INFO  ProgressMeter -          12:49171889             14.5              48767000        3360367.7
23:48:48.988 INFO  ProgressMeter -          12:56390976             14.7              49311000        3359262.1
23:48:59.001 INFO  ProgressMeter -          12:74921062             14.8              49816000        3355520.4
23:49:09.009 INFO  ProgressMeter -         12:109654653             15.0              50401000        3357205.6
23:49:19.020 INFO  ProgressMeter -         12:124808915             15.2              51008000        3360292.0
23:49:29.027 INFO  ProgressMeter -          13:33109880             15.3              51593000        3361888.6
23:49:39.036 INFO  ProgressMeter -          13:79483903             15.5              52201000        3364930.0
23:49:49.040 INFO  ProgressMeter -          14:20923729             15.7              52771000        3365504.6
23:49:59.047 INFO  ProgressMeter -          14:47932800             15.8              53334000        3365607.7
23:50:09.047 INFO  ProgressMeter -          14:72429360             16.0              53916000        3366923.2
23:50:19.057 INFO  ProgressMeter -          14:99223274             16.2              54519000        3369478.2
23:50:29.078 INFO  ProgressMeter -          15:27725886             16.3              55103000        3370774.1
23:50:39.081 INFO  ProgressMeter -          15:41672932             16.5              55662000        3370598.0
23:50:49.086 INFO  ProgressMeter -          15:54825022             16.7              56201000        3369216.4
23:50:59.096 INFO  ProgressMeter -          15:73853027             16.8              56742000        3367960.8
23:51:09.107 INFO  ProgressMeter -          15:83107891             17.0              57279000        3366494.7
23:51:19.118 INFO  ProgressMeter -         15:102501815             17.2              57871000        3368258.3
23:51:29.126 INFO  ProgressMeter -           16:3640258             17.3              58431000        3368153.1
23:51:39.127 INFO  ProgressMeter -          16:17806416             17.5              58949000        3365674.3
23:51:49.130 INFO  ProgressMeter -          16:24857579             17.7              59434000        3361375.9
23:51:59.139 INFO  ProgressMeter -          16:30001063             17.8              59735000        3346820.5
23:52:09.151 INFO  ProgressMeter -          16:46566669             18.0              60143000        3338464.8
23:52:19.162 INFO  ProgressMeter -          16:67645000             18.2              60676000        3337143.6
23:52:29.165 INFO  ProgressMeter -          16:83841604             18.3              61231000        3337072.6
23:52:39.168 INFO  ProgressMeter -           17:3513767             18.5              61791000        3337270.0
23:52:49.167 INFO  ProgressMeter -          17:10363256             18.7              62360000        3337954.5
23:52:59.170 INFO  ProgressMeter -          17:19611128             18.8              62827000        3333209.5
23:53:09.180 INFO  ProgressMeter -          17:34264754             19.0              63387000        3333412.2
23:53:19.191 INFO  ProgressMeter -          17:40925716             19.2              64011000        3336950.6
23:53:29.205 INFO  ProgressMeter -          17:48680128             19.3              64634000        3340364.9
23:53:39.212 INFO  ProgressMeter -          17:66129785             19.5              65212000        3341434.9
23:53:49.218 INFO  ProgressMeter -          17:78363889             19.7              65794000        3342690.0
23:53:59.309 INFO  ProgressMeter -          18:14361717             19.9              66327000        3341222.6
23:54:09.323 INFO  ProgressMeter -          18:51795888             20.0              66878000        3340887.6
23:54:19.331 INFO  ProgressMeter -           19:1620690             20.2              67446000        3341419.7
23:54:29.335 INFO  ProgressMeter -           19:7808007             20.4              67986000        3340578.2
23:54:39.348 INFO  ProgressMeter -          19:14492151             20.5              68571000        3341921.8
23:54:49.349 INFO  ProgressMeter -          19:22363806             20.7              69118000        3341439.0
23:54:59.361 INFO  ProgressMeter -          19:39342925             20.9              69649000        3340161.9
23:55:09.374 INFO  ProgressMeter -          19:46105290             21.0              70201000        3339901.5
23:55:19.389 INFO  ProgressMeter -          19:51738845             21.2              70765000        3340209.0
23:55:29.404 INFO  ProgressMeter -          19:59081731             21.4              71350000        3341495.2
23:55:39.411 INFO  ProgressMeter -          20:25190610             21.5              71898000        3341065.3
23:55:49.411 INFO  ProgressMeter -          20:42979375             21.7              72455000        3341072.5
23:55:59.421 INFO  ProgressMeter -          20:61593970             21.9              73008000        3340868.5
23:56:09.429 INFO  ProgressMeter -          21:36193608             22.0              73542000        3339812.4
23:56:19.439 INFO  ProgressMeter -          22:18020386             22.2              74115000        3340527.4
23:56:29.442 INFO  ProgressMeter -          22:22973832             22.4              74622000        3338294.1
23:56:39.450 INFO  ProgressMeter -          22:32287152             22.5              75161000        3337500.0
23:56:49.454 INFO  ProgressMeter -          22:44275835             22.7              75733000        3338186.9
23:56:59.460 INFO  ProgressMeter -           X:11155946             22.9              76281000        3337803.8
23:57:09.463 INFO  ProgressMeter -           X:47230288             23.0              76886000        3339914.5
23:57:19.479 INFO  ProgressMeter -           X:67741085             23.2              77449000        3340149.8
23:57:29.484 INFO  ProgressMeter -          X:101821914             23.4              78015000        3340536.5
23:57:39.496 INFO  ProgressMeter -          X:130407511             23.5              78557000        3339878.3
23:57:49.501 INFO  ProgressMeter -          X:153876382             23.7              79152000        3341485.7
23:57:59.515 INFO  ProgressMeter -       hs37d5:1428000             23.9              79626000        3337977.2
23:58:09.517 INFO  ProgressMeter -      hs37d5:29915397             24.0              80203000        3338833.1
23:58:10.318 INFO  ApplyBQSR - 0 read(s) filtered by: WellformedReadFilter 

23:58:10.318 INFO  ProgressMeter -             unmapped             24.0              80252081        3339020.6
23:58:10.318 INFO  ProgressMeter - Traversal complete. Processed 80252081 total reads in 24.0 minutes.
23:58:10.369 INFO  ApplyBQSR - Shutting down engine
[11 September 2020 11:58:10 PM] org.broadinstitute.hellbender.tools.walkers.bqsr.ApplyBQSR done. Elapsed time: 24.08 minutes.
Runtime.totalMemory()=1743781888
Using GATK jar /store/lkemp/resource_benchmarking/resource_bench_08_thread/single/human_genomics_pipeline/workflow/.snakemake/conda/9b3bdd1f/share/gatk4-4.1.8.1-0/gatk-package-4.1.8.1-local.jar
Running:
    java -Dsamjdk.use_async_io_read_samtools=false -Dsamjdk.use_async_io_write_samtools=true -Dsamjdk.use_async_io_write_tribble=false -Dsamjdk.compression_level=2 -Xmx30g -jar /store/lkemp/resource_benchmarking/resource_bench_08_thread/single/human_genomics_pipeline/workflow/.snakemake/conda/9b3bdd1f/share/gatk4-4.1.8.1-0/gatk-package-4.1.8.1-local.jar ApplyBQSR -R /store/lkemp/publicData/b37/human_g1k_v37_decoy.fasta -I ../results/mapped/NIST7035_NIST_sorted_mkdups.bam --bqsr-recal-file ../results/mapped/NIST7035_NIST_recalibration_report.grp -O ../results/mapped/NIST7035_NIST_recalibrated.bam
